ref_animal,ref_treatment,ref_implantation,ref_marker,ref_tissue,ref_section_number,ref_side,ref_quantification
CIC08,no,acute,TCR,DRG,3,ipsilateral,2.13E-06
CIC08,no,acute,TCR,DRG,4,ipsilateral,2.69E-05
CIC08,no,no,TCR,DRG,1,contralateral,1.39E-05
CIC08,no,no,TCR,DRG,2,contralateral,1.26E-05
CIC09,no,acute,TCR,DRG,1,ipsilateral,0
CIC09,no,acute,TCR,DRG,2,ipsilateral,0
CIC09,no,no,TCR,DRG,1,contralateral,0
CCIC01,no,chronic,TCR,DRG,1,ipsilateral,0
CCIC01,no,chronic,TCR,DRG,2,ipsilateral,6.23E-06
CCIC01,no,chronic,TCR,DRG,3,ipsilateral,0
CCIC01,no,chronic,TCR,DRG,4,ipsilateral,3.26E-06
CCIC01,no,no,TCR,DRG,1,contralateral,2.12E-06
CCIC02,no,chronic,TCR,DRG,1,ipsilateral,1.09E-05
CCIC02,no,chronic,TCR,DRG,2,ipsilateral,1.36E-05
CCIC02,no,chronic,TCR,DRG,3,ipsilateral,2.98E-06
CCIC02,no,chronic,TCR,DRG,4,ipsilateral,2.20E-06
CCIC02,no,no,TCR,DRG,1,contralateral,0
CCIC02,no,no,TCR,DRG,2,contralateral,4.95E-06
CCIC02,no,no,TCR,DRG,3,contralateral,0
CCIC02,no,no,TCR,DRG,4,contralateral,2.49E-06
CCIC03,no,chronic,TCR,DRG,1,ipsilateral,8.81E-06
CCIC03,no,chronic,TCR,DRG,2,ipsilateral,4.26E-06
CCIC03,no,chronic,TCR,DRG,3,ipsilateral,6.33E-06
CCIC03,no,chronic,TCR,DRG,4,ipsilateral,3.99E-06
CCIC03,no,no,TCR,DRG,1,contralateral,0
CCIC03,no,no,TCR,DRG,2,contralateral,6.16E-06
CCIC03,no,no,TCR,DRG,3,contralateral,0
CCIC03,no,no,TCR,DRG,4,contralateral,3.04E-06
CCIC04,no,chronic,TCR,DRG,1,ipsilateral,5.56E-06
CCIC04,no,chronic,TCR,DRG,2,ipsilateral,0
CCIC04,no,chronic,TCR,DRG,3,ipsilateral,0
CCIC04,no,chronic,TCR,DRG,4,ipsilateral,2.75E-06
CCIC04,no,no,TCR,DRG,1,contralateral,2.04E-06
CCIC04,no,no,TCR,DRG,2,contralateral,0.000002066
CCIC04,no,no,TCR,DRG,3,contralateral,0
CCIC04,no,no,TCR,DRG,4,contralateral,6.14E-06
CCIC05,no,chronic,TCR,DRG,1,ipsilateral,5.71E-06
CCIC05,no,chronic,TCR,DRG,2,ipsilateral,1.07E-05
CCIC05,no,chronic,TCR,DRG,3,ipsilateral,0
CCIC05,no,chronic,TCR,DRG,4,ipsilateral,3.52E-06
CCIC05,no,no,TCR,DRG,1,contralateral,0
CCIC05,no,no,TCR,DRG,2,contralateral,8.53E-06
CCIC05,no,no,TCR,DRG,3,contralateral,1.45E-05
CCIC05,no,no,TCR,DRG,4,contralateral,6.85E-06
CCIC06,no,chronic,TCR,DRG,1,ipsilateral,1.23E-05
CCIC06,no,chronic,TCR,DRG,2,ipsilateral,0.000020918
CCIC06,no,chronic,TCR,DRG,3,ipsilateral,9.68E-06
CCIC06,no,no,TCR,DRG,1,contralateral,2.94E-06
CCIC06,no,no,TCR,DRG,2,contralateral,0
CCIC06,no,no,TCR,DRG,3,contralateral,0
CCIC06,no,no,TCR,DRG,4,contralateral,0
CFA10,no,no,Iba1,DRG,1,contralateral,0.0001
CFA10,no,no,Iba1,DRG,2,contralateral,0.00008889
CFA10,no,no,Iba1,DRG,3,contralateral,0.00022222
CFA11,CFA,no,Iba1,DRG,1,ipsilateral,0.000325926
CFA11,CFA,no,Iba1,DRG,2,ipsilateral,0.000251852
CFA11,CFA,no,Iba1,DRG,3,ipsilateral,0.000311111
CFA11,CFA,no,Iba1,DRG,4,ipsilateral,0.000177778
CFA12,CFA,no,Iba1,DRG,1,ipsilateral,0.000192593
CFA12,no,no,Iba1,DRG,1,contralateral,0.000103704
CFA12,no,no,Iba1,DRG,2,contralateral,0.000103704
CFA12,no,no,Iba1,DRG,3,contralateral,0.000281481
CFA13,CFA,no,Iba1,DRG,1,ipsilateral,0.000118519
CFA13,CFA,no,Iba1,DRG,2,ipsilateral,0.000177778
CFA13,CFA,no,Iba1,DRG,3,ipsilateral,0.000251852
CFA13,CFA,no,Iba1,DRG,4,ipsilateral,0.000207407
CFA14,CFA,no,Iba1,DRG,1,ipsilateral,0.000192593
CFA14,CFA,no,Iba1,DRG,2,ipsilateral,8.89E-05
CFA14,no,no,Iba1,DRG,1,contralateral,0.000281481
CFA14,no,no,Iba1,DRG,2,contralateral,0.000118519
CFA15,CFA,no,Iba1,DRG,1,ipsilateral,0.000311111
CFA15,no,no,Iba1,DRG,1,contralateral,0.000192593
CFA15,no,no,Iba1,DRG,2,contralateral,0.000222222
CFA15,no,no,Iba1,DRG,3,contralateral,0.000133333
CICFA02,CFA,acute,Iba1,DRG,1,ipsilateral,0.000192593
CICFA02,no,no,Iba1,DRG,1,contralateral,0.000162963
CICFA03,no,no,Iba1,DRG,1,contralateral,4.44E-05
CICFA03,no,no,Iba1,DRG,2,contralateral,2.96E-05
CICFA03,no,no,Iba1,DRG,3,contralateral,5.93E-05
CICFA04,CFA,acute,Iba1,DRG,1,ipsilateral,0.000296296
CICFA04,CFA,acute,Iba1,DRG,2,ipsilateral,0.000325926
CICFA04,CFA,acute,Iba1,DRG,3,ipsilateral,0.000251852
CICFA04,CFA,acute,Iba1,DRG,4,ipsilateral,0.000533333
CICFA04,no,no,Iba1,DRG,1,contralateral,2.96E-05
CICFA05,CFA,acute,Iba1,DRG,1,ipsilateral,0.000414815
CICFA05,CFA,acute,Iba1,DRG,2,ipsilateral,0.000340741
CICFA05,CFA,acute,Iba1,DRG,3,ipsilateral,0.000325926
CICFA05,no,no,Iba1,DRG,1,contralateral,4.44E-05
CICFA05,no,no,Iba1,DRG,2,contralateral,0.000281481
CICFA05,no,no,Iba1,DRG,3,contralateral,0.000237037
CICFA06,CFA,acute,Iba1,DRG,1,ipsilateral,0.00032593
CICFA06,CFA,acute,Iba1,DRG,2,ipsilateral,0.00042963
CICFA06,no,no,Iba1,DRG,1,contralateral,1.48E-05
SNI09,SNI,no,Iba1,DRG,1,ipsilateral,0.00054815
SNI09,SNI,no,Iba1,DRG,2,ipsilateral,0.00031111
SNI11,SNI,no,Iba1,DRG,1,ipsilateral,0.000296296
SNI11,no,no,Iba1,DRG,1,contralateral,0.00008889
SNI11,no,no,Iba1,DRG,2,contralateral,0.00032593
SNI12,no,no,Iba1,DRG,1,contralateral,0.00001481
SNI12,no,no,Iba1,DRG,2,contralateral,0.00001481
SNI12,no,no,Iba1,DRG,3,contralateral,0
SNI13,SNI,no,Iba1,DRG,1,ipsilateral,0.00057778
SNI13,SNI,no,Iba1,DRG,2,ipsilateral,0.00047407
SNI13,SNI,no,Iba1,DRG,3,ipsilateral,0.00077037
SNI13,SNI,no,Iba1,DRG,4,ipsilateral,0.00091852
SNI13,SNI,no,Iba1,DRG,5,ipsilateral,0.00065185
SNI13,no,no,Iba1,DRG,1,contralateral,0.00011852
SNI13,no,no,Iba2,DRG,2,contralateral,0.00002963
SNI13,no,no,Iba3,DRG,3,contralateral,0.00001481
SNI13,no,no,Iba4,DRG,4,contralateral,0.00002963
SNI13,no,no,Iba5,DRG,5,contralateral,0.00001481
SNI14,SNI,no,Iba1,DRG,1,ipsilateral,0.0002963
SNI14,SNI,no,Iba1,DRG,2,ipsilateral,0.00044444
SNI14,SNI,no,Iba1,DRG,3,ipsilateral,0.00035556
SNI14,SNI,no,Iba1,DRG,4,ipsilateral,0.00035556
CISNI02,no,no,Iba1,DRG,1,contralateral,0.00016296
CISNI02,no,no,Iba1,DRG,2,contralateral,0.00005926
CISNI02,no,no,Iba1,DRG,3,contralateral,0.0001037
CISNI03,SNI,acute,Iba1,DRG,1,ipsilateral,0.00118519
CISNI03,SNI,acute,Iba1,DRG,2,ipsilateral,0.00082963
CISNI03,SNI,acute,Iba1,DRG,3,ipsilateral,0.00108148
CISNI03,SNI,acute,Iba1,DRG,4,ipsilateral,0.0013037
CISNI05,SNI,acute,Iba1,DRG,1,ipsilateral,0.00045926
CISNI05,SNI,acute,Iba1,DRG,2,ipsilateral,0.00002963
CISNI06,SNI,acute,Iba1,DRG,1,ipsilateral,0.00047407
CISNI06,SNI,acute,Iba1,DRG,2,ipsilateral,0.00028148
CISNI06,no,no,Iba1,DRG,1,contralateral,0.00001481
CISNI06,no,no,Iba1,DRG,2,contralateral,0.0001037
CISNI07,SNI,acute,Iba1,DRG,1,ipsilateral,0.00072593
CISNI07,SNI,acute,Iba1,DRG,2,ipsilateral,0.00053333
CISNI07,no,no,Iba1,DRG,1,contralateral,0.00001481
CISNI07,no,no,Iba1,DRG,2,contralateral,0.00005926
CIC03,no,no,Iba1,DRG,1,contralateral,0.000162963
CIC05,no,no,Iba1,DRG,1,contralateral,0.00004444
CIC05,no,no,Iba1,DRG,2,contralateral,0.0002222
CIC06,no,acute,Iba1,DRG,1,ipsilateral,0.000392593
CIC06,no,acute,Iba1,DRG,2,ipsilateral,0.000281481
CIC06,no,no,Iba1,DRG,1,contralateral,1.48E-05
CIC08,no,acute,Iba1,DRG,1,ipsilateral,0.00032593
CIC08,no,acute,Iba1,DRG,2,ipsilateral,0.000385185
CIC08,no,no,Iba1,DRG,1,contralateral,0.00017778
CIC08,no,no,Iba1,DRG,2,contralateral,0.00011852
CIC08,no,no,Iba1,DRG,3,contralateral,0.00014815
CIC09,no,acute,Iba1,DRG,1,ipsilateral,0.00047407
CIC09,no,acute,Iba1,DRG,2,ipsilateral,0.00045926
CIC09,no,acute,Iba1,DRG,3,ipsilateral,0.00032593
CIC09,no,acute,Iba1,DRG,4,ipsilateral,0.00047407
CIC09,no,no,Iba1,DRG,1,contralateral,0.00038519
CIC09,no,no,Iba1,DRG,2,contralateral,0.00035556
CCIC01,no,chronic,Iba1,DRG,1,ipsilateral,0.00057778
CCIC01,no,chronic,Iba1,DRG,2,ipsilateral,0.00057778
CCIC01,no,chronic,Iba1,DRG,3,ipsilateral,0.00045926
CCIC01,no,chronic,Iba1,DRG,4,ipsilateral,0.00074074
CCIC01,no,no,Iba1,DRG,1,contralateral,0.00028148
CCIC01,no,no,Iba1,DRG,2,contralateral,0.00025185
CCIC01,no,no,Iba1,DRG,3,contralateral,0.00020741
CCIC02,no,chronic,Iba1,DRG,1,ipsilateral,0.00054815
CCIC02,no,chronic,Iba1,DRG,2,ipsilateral,0.00085926
CCIC02,no,chronic,Iba1,DRG,3,ipsilateral,0.00031111
CCIC02,no,no,Iba1,DRG,1,contralateral,0.00042963
CCIC02,no,no,Iba1,DRG,2,contralateral,0.00025185
CCIC02,no,no,Iba1,DRG,3,contralateral,0.00031111
CCIC02,no,no,Iba1,DRG,4,contralateral,0.00032593
CCIC03,no,chronic,Iba1,DRG,1,ipsilateral,0.000251852
CCIC03,no,no,Iba1,DRG,1,contralateral,0.00002963
CCIC03,no,no,Iba1,DRG,2,contralateral,0.00007407
CCIC03,no,no,Iba1,DRG,3,contralateral,0.00011852
CCIC04,no,chronic,Iba1,DRG,1,ipsilateral,0.00020741
CCIC04,no,chronic,Iba1,DRG,2,ipsilateral,0.00020741
CCIC04,no,chronic,Iba1,DRG,3,ipsilateral,0.00017778
CCIC04,no,no,Iba1,DRG,1,contralateral,0.0001037
CCIC04,no,no,Iba1,DRG,2,contralateral,0.00017778
CCIC05,no,chronic,Iba1,DRG,1,ipsilateral,0.00028148
CCIC05,no,chronic,Iba1,DRG,2,ipsilateral,0.00025185
CCIC05,no,chronic,Iba1,DRG,3,ipsilateral,0.00028148
CCIC05,no,no,Iba1,DRG,1,contralateral,0.00020741
CCIC05,no,no,Iba1,DRG,2,contralateral,0.00020741
CCIC05,no,no,Iba1,DRG,3,contralateral,0.00025185
CCIC06,no,chronic,Iba1,DRG,1,ipsilateral,0.000162963
CCIC06,no,no,Iba1,DRG,1,contralateral,0.00004444
CCIC06,no,no,Iba1,DRG,2,contralateral,0
CFA07,CFA,no,GFAP,DRG,1,ipsilateral,0.018
CFA07,CFA,no,GFAP,DRG,2,ipsilateral,0.0177
CFA07,CFA,no,GFAP,DRG,3,ipsilateral,0.0542
CFA07,no,no,GFAP,DRG,1,contralateral,0.0314
CFA07,no,no,GFAP,DRG,2,contralateral,0.0702
CFA10,CFA,no,GFAP,DRG,1,ipsilateral,0.0333
CFA10,CFA,no,GFAP,DRG,2,ipsilateral,0.0704
CFA10,CFA,no,GFAP,DRG,3,ipsilateral,0.0609
CFA10,CFA,no,GFAP,DRG,4,ipsilateral,0.0113
CFA10,no,no,GFAP,DRG,1,contralateral,0.0268
CFA10,no,no,GFAP,DRG,2,contralateral,0.0138
CFA10,no,no,GFAP,DRG,3,contralateral,0.0066
CFA10,no,no,GFAP,DRG,4,contralateral,0.0296
CFA11,CFA,no,GFAP,DRG,1,ipsilateral,0.0167
CFA11,CFA,no,GFAP,DRG,2,ipsilateral,0.0163
CFA11,no,no,GFAP,DRG,1,contralateral,0.0277
CFA11,no,no,GFAP,DRG,2,contralateral,0.026
CFA11,no,no,GFAP,DRG,3,contralateral,0.0323
CFA12,CFA,no,GFAP,DRG,1,ipsilateral,0.0418
CFA12,CFA,no,GFAP,DRG,2,ipsilateral,0.0543
CFA12,no,no,GFAP,DRG,1,contralateral,0.0334
CFA12,no,no,GFAP,DRG,2,contralateral,0.0591
CFA12,no,no,GFAP,DRG,3,contralateral,0.0406
CFA13,CFA,no,GFAP,DRG,1,ipsilateral,0.0382
CFA13,CFA,no,GFAP,DRG,2,ipsilateral,0.0123
CFA13,no,no,GFAP,DRG,1,contralateral,0.0106
CFA13,no,no,GFAP,DRG,2,contralateral,0.0204
CFA13,no,no,GFAP,DRG,3,contralateral,0.0328
CFA13,no,no,GFAP,DRG,4,contralateral,0.0354
CFA14,CFA,no,GFAP,DRG,1,ipsilateral,0.1025
CFA14,CFA,no,GFAP,DRG,2,ipsilateral,0.0398
CFA14,CFA,no,GFAP,DRG,3,ipsilateral,0.0629
CFA14,CFA,no,GFAP,DRG,4,ipsilateral,0.0194
CFA14,no,no,GFAP,DRG,1,contralateral,0.0474
CFA14,no,no,GFAP,DRG,2,contralateral,0.022
CFA15,CFA,no,GFAP,DRG,1,ipsilateral,0.0334
CFA15,CFA,no,GFAP,DRG,2,ipsilateral,0.0135
CFA15,no,no,GFAP,DRG,1,contralateral,0.0201
CFA15,no,no,GFAP,DRG,2,contralateral,0.0179
CFA15,no,no,GFAP,DRG,3,contralateral,0.0249
CFA15,no,no,GFAP,DRG,4,contralateral,0.0152
CFA15,no,no,GFAP,DRG,5,contralateral,0.0315
CICFA02,CFA,acute,GFAP,DRG,1,ipsilateral,0.0279
CICFA02,CFA,acute,GFAP,DRG,2,ipsilateral,0.0551
CICFA02,CFA,acute,GFAP,DRG,3,ipsilateral,0.0337
CICFA02,CFA,acute,GFAP,DRG,4,ipsilateral,0.0115
CICFA02,no,no,GFAP,DRG,1,contralateral,0.0501
CICFA02,no,no,GFAP,DRG,2,contralateral,0.0227
CICFA03,CFA,acute,GFAP,DRG,1,ipsilateral,0.0227
CICFA03,CFA,acute,GFAP,DRG,2,ipsilateral,0.0081
CICFA03,CFA,acute,GFAP,DRG,3,ipsilateral,0.0515
CICFA03,no,no,GFAP,DRG,1,contralateral,0.0134
CICFA03,no,no,GFAP,DRG,2,contralateral,0.0183
CICFA03,no,no,GFAP,DRG,3,contralateral,0.0298
CICFA04,CFA,acute,GFAP,DRG,1,ipsilateral,0.0301
CICFA04,CFA,acute,GFAP,DRG,2,ipsilateral,0.0224
CICFA04,CFA,acute,GFAP,DRG,3,ipsilateral,0.0268
CICFA04,no,no,GFAP,DRG,1,contralateral,0.0125
CICFA04,no,no,GFAP,DRG,2,contralateral,0.0093
CICFA04,no,no,GFAP,DRG,3,contralateral,0.0215
CICFA05,CFA,acute,GFAP,DRG,1,ipsilateral,0.0126
CICFA05,CFA,acute,GFAP,DRG,2,ipsilateral,0.015
CICFA05,CFA,acute,GFAP,DRG,3,ipsilateral,0.0193
CICFA05,CFA,acute,GFAP,DRG,4,ipsilateral,0.0139
CICFA05,no,no,GFAP,DRG,1,contralateral,0.0176
CICFA05,no,no,GFAP,DRG,2,contralateral,0.0166
CICFA05,no,no,GFAP,DRG,3,contralateral,0.0181
CICFA05,no,no,GFAP,DRG,4,contralateral,0.0032
CICFA06,CFA,acute,GFAP,DRG,1,ipsilateral,0.0051
CICFA06,CFA,acute,GFAP,DRG,2,ipsilateral,0.0041
CICFA06,CFA,acute,GFAP,DRG,3,ipsilateral,0.0054
CICFA06,no,no,GFAP,DRG,1,contralateral,0.013
CICFA06,no,no,GFAP,DRG,2,contralateral,0.018
CICFA06,no,no,GFAP,DRG,3,contralateral,0.0011
CICFA06,no,no,GFAP,DRG,4,contralateral,0.0013
SNI07,SNI,no,GFAP,DRG,1,ipsilateral,0.0233
SNI07,SNI,no,GFAP,DRG,2,ipsilateral,0.0175
SNI07,no,no,GFAP,DRG,1,contralateral,0.0611
SNI07,no,no,GFAP,DRG,2,contralateral,0.0319
SNI07,no,no,GFAP,DRG,3,contralateral,0.0838
SNI08,SNI,no,GFAP,DRG,1,ipsilateral,0.0409
SNI08,SNI,no,GFAP,DRG,2,ipsilateral,0.0482
SNI08,no,no,GFAP,DRG,1,contralateral,0.0259
SNI08,no,no,GFAP,DRG,2,contralateral,0.0112
SNI08,no,no,GFAP,DRG,3,contralateral,0.0177
SNI08,no,no,GFAP,DRG,4,contralateral,0.0146
SNI11,SNI,no,GFAP,DRG,1,ipsilateral,0.0835
SNI11,SNI,no,GFAP,DRG,2,ipsilateral,0.0663
SNI11,no,no,GFAP,DRG,1,contralateral,0.0173
SNI11,no,no,GFAP,DRG,2,contralateral,0.0339
SNI11,no,no,GFAP,DRG,3,contralateral,0.0066
SNI11,no,no,GFAP,DRG,4,contralateral,0.0354
SNI12,SNI,no,GFAP,DRG,1,ipsilateral,0.0171
SNI12,SNI,no,GFAP,DRG,2,ipsilateral,0.028
SNI12,SNI,no,GFAP,DRG,3,ipsilateral,0.0482
SNI12,SNI,no,GFAP,DRG,4,ipsilateral,0.0049
SNI12,no,no,GFAP,DRG,1,contralateral,0.0188
SNI12,no,no,GFAP,DRG,2,contralateral,0.0394
SNI12,no,no,GFAP,DRG,3,contralateral,0.0016
SNI12,no,no,GFAP,DRG,4,contralateral,0.001
SNI13,SNI,no,GFAP,DRG,1,ipsilateral,0.0142
SNI13,SNI,no,GFAP,DRG,2,ipsilateral,0.028
SNI13,SNI,no,GFAP,DRG,3,ipsilateral,0.0222
SNI13,SNI,no,GFAP,DRG,4,ipsilateral,0.0482
SNI13,no,no,GFAP,DRG,1,contralateral,0.0319
SNI13,no,no,GFAP,DRG,2,contralateral,0.0398
SNI13,no,no,GFAP,DRG,3,contralateral,0.0424
SNI14,SNI,no,GFAP,DRG,1,ipsilateral,0.0295
SNI14,SNI,no,GFAP,DRG,2,ipsilateral,0.0401
SNI14,no,no,GFAP,DRG,1,contralateral,0.0089
SNI14,no,no,GFAP,DRG,2,contralateral,0.0129
SNI14,no,no,GFAP,DRG,3,contralateral,0.0022
SNI14,no,no,GFAP,DRG,4,contralateral,0.0112
CISNI01,SNI,acute,GFAP,DRG,1,ipsilateral,0.0424
CISNI01,SNI,acute,GFAP,DRG,2,ipsilateral,0.0233
CISNI01,SNI,acute,GFAP,DRG,3,ipsilateral,0.0287
CISNI01,SNI,acute,GFAP,DRG,4,ipsilateral,0.0247
CISNI01,SNI,acute,GFAP,DRG,5,ipsilateral,0.0862
CISNI01,no,no,GFAP,DRG,1,contralateral,0.0124
CISNI01,no,no,GFAP,DRG,2,contralateral,0.0563
CISNI01,no,no,GFAP,DRG,3,contralateral,0.0092
CISNI01,no,no,GFAP,DRG,4,contralateral,0.018
CISNI03,SNI,acute,GFAP,DRG,1,ipsilateral,0.0671
CISNI03,SNI,acute,GFAP,DRG,2,ipsilateral,0.0633
CISNI03,SNI,acute,GFAP,DRG,3,ipsilateral,0.0208
CISNI03,no,no,GFAP,DRG,1,contralateral,0.0058
CISNI03,no,no,GFAP,DRG,2,contralateral,0.0177
CISNI03,no,no,GFAP,DRG,3,contralateral,0.0507
CISNI03,no,no,GFAP,DRG,4,contralateral,0.0192
CISNI05,SNI,acute,GFAP,DRG,1,ipsilateral,0.0164
CISNI05,SNI,acute,GFAP,DRG,2,ipsilateral,0.0142
CISNI05,SNI,acute,GFAP,DRG,3,ipsilateral,0.0377
CISNI05,no,no,GFAP,DRG,1,contralateral,0.0118
CISNI05,no,no,GFAP,DRG,2,contralateral,0.0281
CISNI05,no,no,GFAP,DRG,3,contralateral,0.0152
CISNI05,no,no,GFAP,DRG,4,contralateral,0.0071
CISNI06,SNI,acute,GFAP,DRG,1,ipsilateral,0.0272
CISNI06,SNI,acute,GFAP,DRG,2,ipsilateral,0.0431
CISNI06,SNI,acute,GFAP,DRG,3,ipsilateral,0.0336
CISNI06,SNI,acute,GFAP,DRG,4,ipsilateral,0.0199
CISNI06,no,no,GFAP,DRG,1,contralateral,0.0069
CISNI06,no,no,GFAP,DRG,2,contralateral,0.0127
CISNI07,SNI,acute,GFAP,DRG,1,ipsilateral,0.032
CISNI07,SNI,acute,GFAP,DRG,2,ipsilateral,0.0654
CISNI07,SNI,acute,GFAP,DRG,3,ipsilateral,0.0432
CISNI07,no,no,GFAP,DRG,1,contralateral,0.0337
CISNI07,no,no,GFAP,DRG,2,contralateral,0.0137
CISNI07,no,no,GFAP,DRG,3,contralateral,0.0202
CIC04,no,acute,GFAP,DRG,1,ipsilateral,0.0038
CIC04,no,acute,GFAP,DRG,2,ipsilateral,0.0011
CIC04,no,acute,GFAP,DRG,3,ipsilateral,0.0066
CIC04,no,acute,GFAP,DRG,4,ipsilateral,0.0042
CIC04,no,acute,GFAP,DRG,5,ipsilateral,0.0467
CIC04,no,no,GFAP,DRG,1,contralateral,0.0106
CIC04,no,no,GFAP,DRG,2,contralateral,0.0099
CIC04,no,no,GFAP,DRG,3,contralateral,0.036
CIC04,no,no,GFAP,DRG,4,contralateral,0.0219
CIC05,no,acute,GFAP,DRG,1,ipsilateral,0.0257
CIC05,no,acute,GFAP,DRG,2,ipsilateral,0.0408
CIC05,no,acute,GFAP,DRG,3,ipsilateral,0.0469
CIC05,no,no,GFAP,DRG,1,contralateral,0.0335
CIC05,no,no,GFAP,DRG,2,contralateral,0.0328
CIC05,no,no,GFAP,DRG,3,contralateral,0.0259
CIC05,no,no,GFAP,DRG,4,contralateral,0.026
CIC05,no,no,GFAP,DRG,5,contralateral,0.0166
CIC06,no,acute,GFAP,DRG,1,ipsilateral,0.0395
CIC06,no,acute,GFAP,DRG,2,ipsilateral,0.0485
CIC06,no,acute,GFAP,DRG,3,ipsilateral,0.0318
CIC06,no,acute,GFAP,DRG,4,ipsilateral,0.0205
CIC06,no,acute,GFAP,DRG,5,ipsilateral,0.0338
CIC06,no,no,GFAP,DRG,1,contralateral,0.0243
CIC06,no,no,GFAP,DRG,2,contralateral,0.0173
CIC06,no,no,GFAP,DRG,3,contralateral,0.021
CIC06,no,no,GFAP,DRG,4,contralateral,0.0321
CIC08,no,acute,GFAP,DRG,1,ipsilateral,0.0312
CIC08,no,acute,GFAP,DRG,2,ipsilateral,0.0141
CIC08,no,acute,GFAP,DRG,3,ipsilateral,0.0114
CIC08,no,acute,GFAP,DRG,4,ipsilateral,0.0134
CIC08,no,no,GFAP,DRG,1,contralateral,0.0076
CIC08,no,no,GFAP,DRG,2,contralateral,0.0126
CIC08,no,no,GFAP,DRG,3,contralateral,0.0205
CIC09,no,acute,GFAP,DRG,1,ipsilateral,0.0477
CIC09,no,acute,GFAP,DRG,2,ipsilateral,0.054
CIC09,no,acute,GFAP,DRG,3,ipsilateral,0.0184
CIC09,no,acute,GFAP,DRG,4,ipsilateral,0.0366
CIC09,no,no,GFAP,DRG,1,contralateral,0.0356
CIC09,no,no,GFAP,DRG,2,contralateral,0.0615
CIC09,no,no,GFAP,DRG,3,contralateral,0.026
CIC09,no,no,GFAP,DRG,4,contralateral,0.0495
CCIC01,no,chronic,GFAP,DRG,1,ipsilateral,0.022
CCIC01,no,no,GFAP,DRG,1,contralateral,0.0058
CCIC01,no,no,GFAP,DRG,2,contralateral,0.0178
CCIC01,no,no,GFAP,DRG,3,contralateral,0.0054
CCIC01,no,no,GFAP,DRG,4,contralateral,0.0149
CCIC02,no,chronic,GFAP,DRG,1,ipsilateral,0.016
CCIC02,no,chronic,GFAP,DRG,2,ipsilateral,0.0117
CCIC02,no,chronic,GFAP,DRG,3,ipsilateral,0.0188
CCIC02,no,chronic,GFAP,DRG,4,ipsilateral,0.0172
CCIC02,no,no,GFAP,DRG,1,contralateral,0.0686
CCIC02,no,no,GFAP,DRG,2,contralateral,0.0444
CCIC02,no,no,GFAP,DRG,3,contralateral,0.0066
CCIC02,no,no,GFAP,DRG,4,contralateral,0.027
CCIC03,no,chronic,GFAP,DRG,1,ipsilateral,0.0322
CCIC03,no,chronic,GFAP,DRG,2,ipsilateral,0.0283
CCIC03,no,chronic,GFAP,DRG,3,ipsilateral,0.0163
CCIC03,no,chronic,GFAP,DRG,4,ipsilateral,0.0255
CCIC03,no,no,GFAP,DRG,1,contralateral,0.0082
CCIC03,no,no,GFAP,DRG,2,contralateral,0.0042
CCIC03,no,no,GFAP,DRG,3,contralateral,0.0079
CCIC03,no,no,GFAP,DRG,4,contralateral,0.008
CCIC04,no,chronic,GFAP,DRG,1,ipsilateral,0.0121
CCIC04,no,chronic,GFAP,DRG,2,ipsilateral,0.0251
CCIC04,no,chronic,GFAP,DRG,3,ipsilateral,0.0146
CCIC04,no,no,GFAP,DRG,1,contralateral,0.0175
CCIC04,no,no,GFAP,DRG,2,contralateral,0.01
CCIC04,no,no,GFAP,DRG,3,contralateral,0.0062
CCIC04,no,no,GFAP,DRG,4,contralateral,0.0151
CCIC05,no,chronic,GFAP,DRG,1,ipsilateral,0.0125
CCIC05,no,chronic,GFAP,DRG,2,ipsilateral,0.0149
CCIC05,no,chronic,GFAP,DRG,3,ipsilateral,0.0164
CCIC05,no,chronic,GFAP,DRG,4,ipsilateral,0.0154
CCIC05,no,no,GFAP,DRG,1,contralateral,0.0265
CCIC05,no,no,GFAP,DRG,2,contralateral,0.0119
CCIC05,no,no,GFAP,DRG,3,contralateral,0.0074
CCIC05,no,no,GFAP,DRG,4,contralateral,0.0046
CCIC06,no,chronic,GFAP,DRG,1,ipsilateral,0.0176
CCIC06,no,chronic,GFAP,DRG,2,ipsilateral,0.0352
CCIC06,no,chronic,GFAP,DRG,3,ipsilateral,0.0166
CCIC06,no,chronic,GFAP,DRG,4,ipsilateral,0.0174
CCIC06,no,no,GFAP,DRG,1,contralateral,0.0117
CCIC06,no,no,GFAP,DRG,2,contralateral,0.011
CCIC06,no,no,GFAP,DRG,3,contralateral,0.0117
CCIC06,no,no,GFAP,DRG,4,contralateral,0.0175
CFA09,CFA,no,CGRP,SC,1,ipsilateral,1227.1932
CFA09,no,no,CGRP,SC,1,contralateral,1326.8914
CFA10,CFA,no,CGRP,SC,1,ipsilateral,1213.3094
CFA10,CFA,no,CGRP,SC,2,ipsilateral,2137.6654
CFA10,CFA,no,CGRP,SC,3,ipsilateral,1960.0205
CFA10,no,no,CGRP,SC,1,contralateral,1283.4784
CFA10,no,no,CGRP,SC,2,contralateral,2404.7665
CFA10,no,no,CGRP,SC,3,contralateral,2549.2317
CFA11,CFA,no,CGRP,SC,1,ipsilateral,1103.3231
CFA11,CFA,no,CGRP,SC,2,ipsilateral,1338.2584
CFA11,CFA,no,CGRP,SC,3,ipsilateral,1239.1554
CFA11,no,no,CGRP,SC,1,contralateral,1222.27
