ref_animal,ref_treatment,ref_implantation,ref_marker,ref_tissue,ref_section_number,ref_side,ref_quantification
CCIC01,no,no,aSMA_thickness,SN,1,contralateral,2.1894
CCIC01,no,no,aSMA_thickness,SN,2,contralateral,47.38989
CCIC02,no,no,aSMA_thickness,SN,1,contralateral,28.503
CCIC02,no,no,aSMA_thickness,SN,2,contralateral,39.657
CCIC05,no,chronic,aSMA_thickness,SN,1,ipsilateral,134.585
CCIC05,no,no,aSMA_thickness,SN,1,contralateral,27.2116
CCIC05,no,no,aSMA_thickness,SN,2,contralateral,17.3193
CCIC05,no,no,aSMA_thickness,SN,3,contralateral,22.1987
CCIC05,no,no,aSMA_thickness,SN,4,contralateral,39.3326
CCIC05,no,no,aSMA_thickness,SN,5,contralateral,31.6008
CCIC06,no,chronic,aSMA_thickness,SN,1,ipsilateral,117.44125
CCIC06,no,chronic,aSMA_thickness,SN,2,ipsilateral,311.2038
CCIC06,no,chronic,aSMA_thickness,SN,3,ipsilateral,319.9666
CCIC06,no,no,aSMA_thickness,SN,1,contralateral,3.3323
CCIC06,no,no,aSMA_thickness,SN,2,contralateral,17.438
CCIC06,no,no,aSMA_thickness,SN,3,contralateral,21.427
CFA09,CFA,no,aSMA_thickness,SN,1,ipsilateral,2.6894
CFA09,CFA,no,aSMA_thickness,SN,2,ipsilateral,4.1287
CFA09,CFA,no,aSMA_thickness,SN,3,ipsilateral,6.8528
CFA09,no,no,aSMA_thickness,SN,1,contralateral,12.088
CFA12,CFA,no,aSMA_thickness,SN,1,ipsilateral,13.9432
CFA12,CFA,no,aSMA_thickness,SN,2,ipsilateral,32.0216
CFA12,CFA,no,aSMA_thickness,SN,3,ipsilateral,25.7802
CFA12,CFA,no,aSMA_thickness,SN,4,ipsilateral,36.958
CFA12,no,no,aSMA_thickness,SN,1,contralateral,25.7913
CFA12,no,no,aSMA_thickness,SN,2,contralateral,24.2822
CFA12,no,no,aSMA_thickness,SN,3,contralateral,21.2636
CFA14,CFA,no,aSMA_thickness,SN,1,ipsilateral,12.5167
CFA14,CFA,no,aSMA_thickness,SN,2,ipsilateral,23.018
CFA14,CFA,no,aSMA_thickness,SN,3,ipsilateral,14.5696
CFA14,CFA,no,aSMA_thickness,SN,4,ipsilateral,21.218
CFA14,no,no,aSMA_thickness,SN,1,contralateral,27.8049
CFA14,no,no,aSMA_thickness,SN,2,contralateral,47.054
CFA14,no,no,aSMA_thickness,SN,3,contralateral,39.3866
CFA15,CFA,no,aSMA_thickness,SN,1,ipsilateral,8.3734
CFA15,no,no,aSMA_thickness,SN,1,contralateral,19.0666
CFA15,no,no,aSMA_thickness,SN,2,contralateral,26.5792
CFA15,no,no,aSMA_thickness,SN,3,contralateral,11.9127
CFA15,no,no,aSMA_thickness,SN,4,contralateral,19.8673
CFA17,CFA,no,aSMA_thickness,SN,1,ipsilateral,18.3007
CFA17,CFA,no,aSMA_thickness,SN,2,ipsilateral,28.3598
CFA17,CFA,no,aSMA_thickness,SN,3,ipsilateral,44.0912
CFA17,no,no,aSMA_thickness,SN,1,contralateral,25.68717
CIC05,no,acute,aSMA_thickness,SN,1,ipsilateral,123.72827
CIC07,no,acute,aSMA_thickness,SN,1,ipsilateral,204.605
CIC07,no,acute,aSMA_thickness,SN,2,ipsilateral,168.184
CIC07,no,acute,aSMA_thickness,SN,3,ipsilateral,231.567
CIC07,no,acute,aSMA_thickness,SN,4,ipsilateral,204.182
CIC08,no,acute,aSMA_thickness,SN,1,ipsilateral,31.3386
CIC08,no,acute,aSMA_thickness,SN,2,ipsilateral,37.5035
CIC08,no,acute,aSMA_thickness,SN,3,ipsilateral,31.7496
CIC08,no,acute,aSMA_thickness,SN,4,ipsilateral,48.5941
CIC08,no,acute,aSMA_thickness,SN,5,ipsilateral,7.4868
CICFA02,CFA,acute,aSMA_thickness,SN,1,ipsilateral,70.914
CICFA02,CFA,acute,aSMA_thickness,SN,2,ipsilateral,83.98411111
CICFA02,CFA,acute,aSMA_thickness,SN,3,ipsilateral,57.9362
CICFA02,no,no,aSMA_thickness,SN,1,contralateral,9.1665
CICFA02,no,no,aSMA_thickness,SN,2,contralateral,27.1799
CICFA03,CFA,acute,aSMA_thickness,SN,1,ipsilateral,196.683
CICFA03,CFA,acute,aSMA_thickness,SN,2,ipsilateral,213.224
CICFA03,CFA,acute,aSMA_thickness,SN,3,ipsilateral,241.4133333
CICFA03,no,no,aSMA_thickness,SN,1,contralateral,60.1092
CICFA03,no,no,aSMA_thickness,SN,2,contralateral,30.2935
CICFA03,no,no,aSMA_thickness,SN,3,contralateral,37.6253
CICFA03,no,no,aSMA_thickness,SN,4,contralateral,56.9237
CICFA04,CFA,acute,aSMA_thickness,SN,1,ipsilateral,18.6353
CICFA04,CFA,acute,aSMA_thickness,SN,2,ipsilateral,20.7105
CICFA04,CFA,acute,aSMA_thickness,SN,3,ipsilateral,24.6426
CICFA05,CFA,acute,aSMA_thickness,SN,1,ipsilateral,126.102
CICFA05,CFA,acute,aSMA_thickness,SN,2,ipsilateral,33.421
CICFA05,CFA,acute,aSMA_thickness,SN,3,ipsilateral,72.471
CICFA05,no,no,aSMA_thickness,SN,1,contralateral,20.5023
CICFA05,no,no,aSMA_thickness,SN,2,contralateral,47
CICFA06,CFA,acute,aSMA_thickness,SN,1,ipsilateral,129.881
CICFA06,CFA,acute,aSMA_thickness,SN,2,ipsilateral,143.926
CISNI01,SNI,acute,aSMA_thickness,SN,1,ipsilateral,151.6985
CISNI01,SNI,acute,aSMA_thickness,SN,2,ipsilateral,107.95
CISNI02,SNI,acute,aSMA_thickness,SN,1,ipsilateral,405.348
CISNI02,SNI,acute,aSMA_thickness,SN,2,ipsilateral,353.4609091
CISNI02,SNI,acute,aSMA_thickness,SN,3,ipsilateral,243.1877
CISNI02,SNI,acute,aSMA_thickness,SN,4,ipsilateral,272.1895
CISNI02,no,no,aSMA_thickness,SN,1,contralateral,11.0113
CISNI02,no,no,aSMA_thickness,SN,2,contralateral,2.0034
CISNI03,no,no,aSMA_thickness,SN,1,contralateral,37.185
CISNI04,SNI,acute,aSMA_thickness,SN,1,ipsilateral,110.5059
CISNI04,SNI,acute,aSMA_thickness,SN,2,ipsilateral,160.751
CISNI05,SNI,acute,aSMA_thickness,SN,1,ipsilateral,58.6124
CISNI06,SNI,acute,aSMA_thickness,SN,1,ipsilateral,150.7909091
CISNI06,SNI,acute,aSMA_thickness,SN,2,ipsilateral,148.634
CISNI06,SNI,acute,aSMA_thickness,SN,3,ipsilateral,186.01
CISNI06,SNI,acute,aSMA_thickness,SN,4,ipsilateral,178.735
CISNI06,no,no,aSMA_thickness,SN,1,contralateral,9.3144
CISNI06,no,no,aSMA_thickness,SN,2,contralateral,17.5169
CISNI06,no,no,aSMA_thickness,SN,3,contralateral,7.7385
CISNI07,SNI,acute,aSMA_thickness,SN,1,ipsilateral,120.3893
CISNI07,SNI,acute,aSMA_thickness,SN,2,ipsilateral,70.2664
CISNI07,SNI,acute,aSMA_thickness,SN,3,ipsilateral,45.7758
CISNI07,SNI,acute,aSMA_thickness,SN,4,ipsilateral,84.0165
SNI09,SNI,no,aSMA_thickness,SN,1,ipsilateral,85.0054
SNI09,SNI,no,aSMA_thickness,SN,2,ipsilateral,132.2733333
SNI10,SNI,no,aSMA_thickness,SN,1,ipsilateral,71.89333333
SNI10,SNI,no,aSMA_thickness,SN,2,ipsilateral,33.21
SNI10,SNI,no,aSMA_thickness,SN,3,ipsilateral,44.7186
SNI10,SNI,no,aSMA_thickness,SN,4,ipsilateral,40.2337
SNI10,SNI,no,aSMA_thickness,SN,5,ipsilateral,57.9733
SNI12,SNI,no,aSMA_thickness,SN,1,ipsilateral,19.76666667
SNI12,SNI,no,aSMA_thickness,SN,2,ipsilateral,33.1403
SNI12,SNI,no,aSMA_thickness,SN,3,ipsilateral,44.2564
SNI13,SNI,no,aSMA_thickness,SN,1,ipsilateral,59.4495
SNI13,SNI,no,aSMA_thickness,SN,2,ipsilateral,58.56909091
SNI13,SNI,no,aSMA_thickness,SN,3,ipsilateral,57.6708
SNI13,SNI,no,aSMA_thickness,SN,4,ipsilateral,98.917
SNI14,SNI,no,aSMA_thickness,SN,1,ipsilateral,30.7752
SNI14,SNI,no,aSMA_thickness,SN,2,ipsilateral,17.5489
SNI14,SNI,no,aSMA_thickness,SN,3,ipsilateral,24.1463
SNI14,SNI,no,aSMA_thickness,SN,4,ipsilateral,19.5595
SNI15,SNI,no,aSMA_thickness,SN,1,ipsilateral,77.8039
SNI15,SNI,no,aSMA_thickness,SN,2,ipsilateral,74.0389
SNI15,SNI,no,aSMA_thickness,SN,3,ipsilateral,107.566
SNI15,no,no,aSMA_thickness,SN,1,contralateral,70.162
SNI15,no,no,aSMA_thickness,SN,2,contralateral,65.1579
SNI15,no,no,aSMA_thickness,SN,3,contralateral,52.1669
SNI15,no,no,aSMA_thickness,SN,4,contralateral,70.3069
CCIC01,no,chronic,aSMA_intensity,SN,1,ipsilateral,1.303330811
CCIC01,no,chronic,aSMA_intensity,SN,2,ipsilateral,1.259106194
CCIC01,no,chronic,aSMA_intensity,SN,3,ipsilateral,1.077620074
CCIC01,no,chronic,aSMA_intensity,SN,4,ipsilateral,1.178270431
CCIC01,no,no,aSMA_intensity,SN,1,contralateral,0.989959
CCIC01,no,no,aSMA_intensity,SN,2,contralateral,1.002553
CCIC02,no,no,aSMA_intensity,SN,1,contralateral,0.951547
CCIC02,no,no,aSMA_intensity,SN,2,contralateral,1.063872
CCIC02,no,no,aSMA_intensity,SN,3,contralateral,0.995701
CCIC05,no,chronic,aSMA_intensity,SN,1,ipsilateral,1.112015858
CCIC05,no,no,aSMA_intensity,SN,1,contralateral,1.02715
CCIC05,no,no,aSMA_intensity,SN,2,contralateral,1.026686
CCIC05,no,no,aSMA_intensity,SN,3,contralateral,1.022498
CCIC06,no,chronic,aSMA_intensity,SN,1,ipsilateral,1.023472614
CCIC06,no,chronic,aSMA_intensity,SN,2,ipsilateral,1.072363836
CCIC06,no,chronic,aSMA_intensity,SN,3,ipsilateral,1.094261395
CCIC06,no,no,aSMA_intensity,SN,1,contralateral,0.978938
CCIC06,no,no,aSMA_intensity,SN,2,contralateral,0.993831
CCIC06,no,no,aSMA_intensity,SN,3,contralateral,0.966335
CFA09,CFA,no,aSMA_intensity,SN,1,ipsilateral,0.943282058
CFA09,CFA,no,aSMA_intensity,SN,2,ipsilateral,0.960482554
CFA09,no,no,aSMA_intensity,SN,1,contralateral,1.069216
CFA12,CFA,no,aSMA_intensity,SN,1,ipsilateral,0.968605296
CFA12,CFA,no,aSMA_intensity,SN,2,ipsilateral,0.989362214
CFA12,CFA,no,aSMA_intensity,SN,3,ipsilateral,0.990739067
CFA12,CFA,no,aSMA_intensity,SN,4,ipsilateral,1.136271346
CFA12,no,no,aSMA_intensity,SN,1,contralateral,1.004376
CFA12,no,no,aSMA_intensity,SN,2,contralateral,1.026474
CFA12,no,no,aSMA_intensity,SN,3,contralateral,1.049646
CFA14,CFA,no,aSMA_intensity,SN,1,ipsilateral,0.931877763
CFA14,CFA,no,aSMA_intensity,SN,2,ipsilateral,0.942684532
CFA14,CFA,no,aSMA_intensity,SN,3,ipsilateral,0.957590082
CFA14,CFA,no,aSMA_intensity,SN,4,ipsilateral,1.027137731
CFA14,no,no,aSMA_intensity,SN,1,contralateral,0.981538
CFA14,no,no,aSMA_intensity,SN,2,contralateral,0.971713
CFA14,no,no,aSMA_intensity,SN,3,contralateral,0.993766
CFA15,CFA,no,aSMA_intensity,SN,1,ipsilateral,0.949406422
CFA15,no,no,aSMA_intensity,SN,1,contralateral,0.948368
CFA15,no,no,aSMA_intensity,SN,2,contralateral,1.021467
CFA15,no,no,aSMA_intensity,SN,3,contralateral,0.982613
CFA15,no,no,aSMA_intensity,SN,4,contralateral,0.979345
CFA17,CFA,no,aSMA_intensity,SN,1,ipsilateral,1.042819304
CFA17,CFA,no,aSMA_intensity,SN,2,ipsilateral,1.003817187
CFA17,CFA,no,aSMA_intensity,SN,3,ipsilateral,1.031060639
CFA17,no,no,aSMA_intensity,SN,1,contralateral,1.022874096
CIC04,no,acute,aSMA_intensity,SN,1,ipsilateral,0.982828765
CIC04,no,acute,aSMA_intensity,SN,2,ipsilateral,0.990264555
CIC05,no,acute,aSMA_intensity,SN,1,ipsilateral,1.347846646
CIC07,no,acute,aSMA_intensity,SN,1,ipsilateral,1.074709766
CIC07,no,acute,aSMA_intensity,SN,2,ipsilateral,1.161060595
CIC07,no,acute,aSMA_intensity,SN,3,ipsilateral,1.373284945
CIC07,no,acute,aSMA_intensity,SN,4,ipsilateral,1.351319358
CIC08,no,acute,aSMA_intensity,SN,1,ipsilateral,0.998732143
CIC08,no,acute,aSMA_intensity,SN,2,ipsilateral,0.998928312
CIC08,no,acute,aSMA_intensity,SN,3,ipsilateral,0.98134024
CIC08,no,acute,aSMA_intensity,SN,4,ipsilateral,1.090530569
CIC08,no,acute,aSMA_intensity,SN,5,ipsilateral,0.972963559
CICFA02,CFA,acute,aSMA_intensity,SN,1,ipsilateral,1.080462912
CICFA02,CFA,acute,aSMA_intensity,SN,2,ipsilateral,0.991040181
CICFA02,CFA,acute,aSMA_intensity,SN,3,ipsilateral,1.263025104
CICFA02,no,no,aSMA_intensity,SN,1,contralateral,0.898124
CICFA02,no,no,aSMA_intensity,SN,2,contralateral,0.910618
CICFA03,CFA,acute,aSMA_intensity,SN,1,ipsilateral,1.065113153
CICFA03,CFA,acute,aSMA_intensity,SN,2,ipsilateral,1.02415601
CICFA03,CFA,acute,aSMA_intensity,SN,3,ipsilateral,1.02812909
CICFA03,no,no,aSMA_intensity,SN,1,contralateral,1.012263
CICFA03,no,no,aSMA_intensity,SN,2,contralateral,1.03398
CICFA03,no,no,aSMA_intensity,SN,3,contralateral,1.001741
CICFA03,no,no,aSMA_intensity,SN,4,contralateral,1.177658
CICFA04,CFA,acute,aSMA_intensity,SN,1,ipsilateral,1.031633233
CICFA04,CFA,acute,aSMA_intensity,SN,2,ipsilateral,1.027112313
CICFA04,CFA,acute,aSMA_intensity,SN,3,ipsilateral,1.007346193
CICFA05,CFA,acute,aSMA_intensity,SN,1,ipsilateral,1.155644505
CICFA05,CFA,acute,aSMA_intensity,SN,2,ipsilateral,1.055024405
CICFA05,CFA,acute,aSMA_intensity,SN,3,ipsilateral,1.056976197
CICFA05,no,no,aSMA_intensity,SN,1,contralateral,1.177057
CICFA05,no,no,aSMA_intensity,SN,2,contralateral,0.990647
CICFA06,CFA,acute,aSMA_intensity,SN,1,ipsilateral,1.074584968
CICFA06,CFA,acute,aSMA_intensity,SN,2,ipsilateral,1.099739609
CISNI01,SNI,acute,aSMA_intensity,SN,1,ipsilateral,1.176426362
CISNI01,SNI,acute,aSMA_intensity,SN,2,ipsilateral,1.051153881
CISNI02,SNI,acute,aSMA_intensity,SN,1,ipsilateral,1.150678878
CISNI02,SNI,acute,aSMA_intensity,SN,2,ipsilateral,1.300644128
CISNI02,SNI,acute,aSMA_intensity,SN,3,ipsilateral,1.268754788
CISNI02,no,no,aSMA_intensity,SN,1,contralateral,0.965778
CISNI02,no,no,aSMA_intensity,SN,2,contralateral,0.944855
CISNI03,no,no,aSMA_intensity,SN,1,contralateral,0.970228497
CISNI04,SNI,acute,aSMA_intensity,SN,1,ipsilateral,1.17766524
CISNI04,SNI,acute,aSMA_intensity,SN,2,ipsilateral,1.029996989
CISNI05,SNI,acute,aSMA_intensity,SN,1,ipsilateral,1.013613521
CISNI05,SNI,acute,aSMA_intensity,SN,2,ipsilateral,0.914170316
CISNI06,SNI,acute,aSMA_intensity,SN,1,ipsilateral,1.27552947
CISNI06,SNI,acute,aSMA_intensity,SN,2,ipsilateral,1.111751727
CISNI06,SNI,acute,aSMA_intensity,SN,3,ipsilateral,1.058966217
CISNI06,SNI,acute,aSMA_intensity,SN,4,ipsilateral,1.093603309
CISNI06,no,no,aSMA_intensity,SN,1,contralateral,0.971576629
CISNI06,no,no,aSMA_intensity,SN,2,contralateral,0.971169
CISNI06,no,no,aSMA_intensity,SN,3,contralateral,0.973279
CISNI07,SNI,acute,aSMA_intensity,SN,1,ipsilateral,1.141005047
CISNI07,SNI,acute,aSMA_intensity,SN,2,ipsilateral,1.106942321
CISNI07,SNI,acute,aSMA_intensity,SN,3,ipsilateral,1.135813528
CISNI07,SNI,acute,aSMA_intensity,SN,4,ipsilateral,1.309483326
SNI09,SNI,no,aSMA_intensity,SN,1,ipsilateral,1.298833021
SNI09,SNI,no,aSMA_intensity,SN,2,ipsilateral,1.093349078
SNI10,SNI,no,aSMA_intensity,SN,1,ipsilateral,1.004567509
SNI10,SNI,no,aSMA_intensity,SN,2,ipsilateral,1.037014063
SNI10,SNI,no,aSMA_intensity,SN,3,ipsilateral,1.257037771
SNI10,SNI,no,aSMA_intensity,SN,4,ipsilateral,1.078075252
SNI10,SNI,no,aSMA_intensity,SN,5,ipsilateral,1.079373024
SNI12,SNI,no,aSMA_intensity,SN,1,ipsilateral,1.004156416
SNI12,SNI,no,aSMA_intensity,SN,2,ipsilateral,1.036713268
SNI12,SNI,no,aSMA_intensity,SN,3,ipsilateral,0.995715404
SNI13,SNI,no,aSMA_intensity,SN,1,ipsilateral,1.017365048
SNI13,SNI,no,aSMA_intensity,SN,2,ipsilateral,1.159440193
SNI13,SNI,no,aSMA_intensity,SN,3,ipsilateral,1.018991481
SNI13,SNI,no,aSMA_intensity,SN,4,ipsilateral,1.085117918
SNI14,SNI,no,aSMA_intensity,SN,1,ipsilateral,1.097416249
SNI14,SNI,no,aSMA_intensity,SN,2,ipsilateral,1.129195145
SNI14,SNI,no,aSMA_intensity,SN,3,ipsilateral,1.054247283
SNI14,SNI,no,aSMA_intensity,SN,4,ipsilateral,1.114398416
SNI15,SNI,no,aSMA_intensity,SN,1,ipsilateral,1.100754979
SNI15,SNI,no,aSMA_intensity,SN,2,ipsilateral,1.013669848
SNI15,SNI,no,aSMA_intensity,SN,3,ipsilateral,0.984503062
SNI15,SNI,no,aSMA_intensity,SN,4,ipsilateral,1.007205367
SNI15,no,no,aSMA_intensity,SN,1,contralateral,1.12792
SNI15,no,no,aSMA_intensity,SN,2,contralateral,1.079456
SNI15,no,no,aSMA_intensity,SN,3,contralateral,1.152796
SNI15,no,no,aSMA_intensity,SN,4,contralateral,1.046675
